text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
Attachment H – Data Sources – Page 1,11.04,Calibri,400,1,220.25,391.83,52.82,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
QMAC-CY-140001-N,11.04,Calibri,400,2,72.02,163.03,745.68,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"ETS2 is an secure web-based end-to-end travel management service that includes : travel planning , ",11.04,Calibri,400,2,72.02,514.21,709.68,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"travel reservation , authorization , vouchering , and reporting . ETS2 is used by civilian federal agencies . ",11.04,Calibri,400,2,72.02,522.56,696.22,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"There are two vendors providing ETS2 services , and hence up to two feeds are expected . The format of ",11.04,Calibri,400,2,72.02,531.72,670.78,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
the feeds would be different from each ETS2 vendor .,11.04,Calibri,400,2,72.02,308.34,657.34,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The format of the data feed is expected to be CSV / excel and / or XML . The expected frequency of ETS2,11.04,Calibri,400,2,72.02,525.48,631.9,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
data feed is weekly .,11.04,Calibri,400,2,72.02,160.58,618.58,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
It is estimated that ETS2 will process approximately 2.0 – 2.5 million vouchers per year . ETS2 contractors,11.04,Calibri,400,2,72.02,538.62,593.14,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
are required to collect at least 457 data elements that may all be incorporated into ETS2 Voucher data .,11.04,Calibri,400,2,72.02,531.48,579.7,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
It is expected that only approximately 200 of these data elements will be needed for reporting .,11.04,Calibri,400,2,72.02,495.67,566.26,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
3 . Airline Reporting Corporation ( ARC ) Data,11.04,"Calibri,Bold",700,2,72.02,270.58,540.82,612,792,yes,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
ARC ( www . arccorp . com ) provides settlement services for U . S . flag carriers and many international,11.04,Calibri,400,2,72.02,509.85,515.35,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"carriers , but not for all carriers . For example , Southwest airlines is a large carrier that does not use ARC . ",11.04,Calibri,400,2,72.02,534.18,501.91,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The ARC data feed only covers air and some rail travel . This data feed includes ticket sales for virtually all,11.04,Calibri,400,2,72.02,539.19,488.47,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
official government travel .,11.04,Calibri,400,2,72.02,190.36,475.03,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
There is a single data feed . The expected frequency of ARC data feed is monthly .,11.04,Calibri,400,2,72.02,430.89,449.59,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The format of data feed is currently CSV / excel files .,11.04,Calibri,400,2,72.02,301.24,424.27,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The annual transaction volume is expected to be in the range of 3.5 – 4.5 million . The number of data,11.04,Calibri,400,2,72.02,524.83,398.83,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
elements per record is expected to be over 20 .,11.04,Calibri,400,2,72.02,280.75,385.39,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
4 . Charge Card Data ( GSA SmartPay ),11.04,"Calibri,Bold",700,2,72.02,237.13,359.95,612,792,yes,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
GSA SmartPay ( SP ) is the Government ’ s charge card program . There are two types of travel charge card,11.04,Calibri,400,2,72.02,533.53,334.49,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"accounts , known as Centrally Billed Account ( CBA ), and Individually Billed Account ( IBA ). Like ARC data , ",11.04,Calibri,400,2,72.02,531.21,321.05,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
this data feed includes SP travel transactions for all branches of government .,11.04,Calibri,400,2,72.02,414.95,307.61,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"There are currently three ( 3 ) banks ( Citibank , JPMorgan Chase , and US Bank ) providing SP card services ",11.04,Calibri,400,2,72.02,531.86,282.17,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
to the Government . The Contractor will import a single SP data feed directly from the SP PMO . The,11.04,Calibri,400,2,72.02,513.45,268.73,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
format of the data feed may vary among banks .,11.04,Calibri,400,2,72.02,284.79,255.29,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The format of SP data feed generally is CSV / text delimited / excel files . The expected frequency of SP data,11.04,Calibri,400,2,72.02,539.43,229.97,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
feed is Daily .,11.04,Calibri,400,2,72.02,128.9,216.53,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"Estimated annual transaction volume for SP data feed is about 9.0 million , and each transaction is ",11.04,Calibri,400,2,72.02,508.07,191.09,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
expected to have up to 100 data elements .,11.04,Calibri,400,2,72.02,263.61,177.62,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
5 . Supplier Direct Data,11.04,"Calibri,Bold",700,2,72.02,175.03,152.18,612,792,yes,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"Travel Service Suppliers ( such as airlines , hotels , rental car companies etc .) are another source of travel ",11.04,Calibri,400,2,72.02,532.07,126.74,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
data . This data provides detailed and / or supplemental information on the service transaction that the,11.04,Calibri,400,2,72.02,526.86,113.3,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
supplier delivered to the traveler . Additional information is expected to be available with the service,11.04,Calibri,400,2,72.02,520.45,99.86,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"suppliers . For example , an airline could provide details on ancillary services purchased ; a hotel could ",11.04,Calibri,400,2,72.02,520.06,86.42,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
Attachment H – Data Sources – Page 2,11.04,Calibri,400,2,220.25,391.83,52.82,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
QMAC-CY-140001-N,11.04,Calibri,400,3,72.02,163.03,745.68,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"provide detailed folio data for a stay ; a car rental company could provide data on type of vehicle ( size , ",11.04,Calibri,400,3,72.02,527.11,709.68,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"fuel type etc ), mileage , additional charges such as GPS rental etc . ",11.04,Calibri,400,3,72.02,362.1,696.22,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"It is expected that supplier direct data will be provided in industry standard formats ( e . g . csv , text ",11.04,Calibri,400,3,72.02,506.83,670.78,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"delimited , xml ), however , data elements will differ among industry and suppliers . The Government ",11.04,Calibri,400,3,72.02,513.28,657.34,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"intends to order supplier data by industry type ( e . g . air , hotel , rental car ). When proposing a price for ",11.04,Calibri,400,3,72.02,523.67,643.9,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"this CLIN , the Offeror should propose a price based on their commercial experience . ",11.04,Calibri,400,3,72.02,447.1,630.58,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
6 . Reference Data,11.04,"Calibri,Bold",700,3,72.02,153.55,605.14,612,792,yes,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
Reference data is needed for analyzing trends and measuring policy and program performance . For,11.04,Calibri,400,3,72.02,515.02,579.7,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"example , Government per diem rates are compared against actual lodging expenses to determine ",11.04,Calibri,400,3,72.02,509.08,566.26,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"variances to per diem . Reference data is available from public sources , both government and ",11.04,Calibri,400,3,72.02,486.63,552.82,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
commercial .,11.04,Calibri,400,3,72.02,127.26,539.38,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"GSA will provide access to annual lodging per-diem rates table , as well as airline City-Pair Program ",11.04,Calibri,400,3,72.02,509.26,513.91,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"contract fares . This data is also publically available on GSA website , www . gsa . gov . ",11.04,Calibri,400,3,72.02,436.89,500.47,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The Contractor is expected to collect and maintain other reference data such as airlines class of service,11.04,Calibri,400,3,72.02,531.49,475.03,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"codes ( which change frequently by individual airline ), airline fare basis codes , mileage information ",11.04,Calibri,400,3,72.02,510.08,461.59,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"between a city-pair , city-county / urban area , hotel chain rollup , geographic city / state / country rollup , city ",11.04,Calibri,400,3,72.02,538.47,448.27,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"name normalization , hotel name normalization , hotel property to parent rollup , car class rollup , car ",11.04,Calibri,400,3,72.02,515.9,434.83,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"rental city rollup ( varies by vendor ), airport to city rollup , etc . ",11.04,Calibri,400,3,72.02,345.51,421.39,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"In addition , the Government will provide summary benchmark data on air , lodging , and rental car ",11.04,Calibri,400,3,72.02,507.04,395.95,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
average rates to be integrated into TMIS 2.0 .,11.04,Calibri,400,3,72.02,272,382.51,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"Reference data will require periodic updates , the frequency of which will depend on the particular data ",11.04,Calibri,400,3,72.02,533.3,357.05,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
set .,11.04,Calibri,400,3,72.02,88.36,343.61,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
7 . TMIS 1.0 Data Archives,11.04,"Calibri,Bold",700,3,72.02,188.38,318.17,612,792,yes,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
TMIS 1.0 Data Archives refers to the data extract of current and expiring MIS service . This extract will,11.04,Calibri,400,3,72.02,522.78,292.73,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
include TMC feed for civilian agencies starting from FY08 till present .,11.04,Calibri,400,3,72.02,378.55,279.29,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"There will be a single , one-time data delivery from the Government . ",11.04,Calibri,400,3,72.02,376.05,253.97,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
The format of MIS1.0 archive will be CSV / excel files .,11.04,Calibri,400,3,72.02,304,228.53,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
"The expected number of records is in the range of 21.0 – 25.0 million , and total number of data ",11.04,Calibri,400,3,72.02,497.87,203.09,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
elements is approximately 200 per record .,11.04,Calibri,400,3,72.02,261.31,189.65,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
Attachment H – Data Sources – Page 3,11.04,Calibri,400,3,220.25,391.83,52.82,612,792,,2b94693d0365990700aa5d96036237c61e6f31b3.file.pdf.tetml
M67854-14-R-6001 CLRF IC DRAFT RFP DOCUMENTS - QUESTIONS AND ANSWERS - 1 JUL 14,12,TimesNewRomanPS-BoldMT,700,1,289.35,818.31,800.82,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
Question Number Document / Section Paragraph Question / Issue / Concern Answers,12,TimesNewRomanPS-BoldMT,700,1,57.35,958.18,772.15,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
1,11,TimesNewRomanPS-BoldMT,700,1,100.35,105.85,671.32,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SOW 3.1.3 Security Requirements,11,TimesNewRomanPSMT,400,1,195.02,388.46,671.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
Our understanding of the SAASM GPS requirement is that contractors,11,TimesNewRomanPSMT,400,1,496.85,806.8,727.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
will need to have a valid COMSEC account number and be able to,11,TimesNewRomanPSMT,400,1,496.85,788.67,713.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"obtain and hold key material , which requires the contractor to be able to ",11,TimesNewRomanPSMT,400,1,496.85,811.36,699.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
obtain and keep Secret material . However the GPS itself will not,11,TimesNewRomanPSMT,400,1,496.85,779.9,685.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"generate classified data , nor will any of the test results ( ATP data for ",11,TimesNewRomanPSMT,400,1,496.85,797.51,671.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
example ) be classified . Does the Government agree with this,11,TimesNewRomanPSMT,400,1,496.85,766.25,657.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"understanding ? Additionally , can the Government clarify whether ",11,TimesNewRomanPSMT,400,1,496.85,786.82,643.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SIPRNET access and CAC access are required to execute this contract,11,TimesNewRomanPSMT,400,1,496.85,806.21,629.47,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
and if classified data will be generated under this contract ?,11,TimesNewRomanPSMT,400,1,496.85,754.04,615.47,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
The Government agrees with your understanding,11,TimesNewRomanPSMT,400,1,820.52,1035.17,741.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
that the requirement is that contractors will need to,11,TimesNewRomanPSMT,400,1,820.52,1043.51,727.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
have a valid COMSEC account number and be able,11,TimesNewRomanPSMT,400,1,820.52,1047.07,713.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"to obtain and hold key material , which requires the ",11,TimesNewRomanPSMT,400,1,820.52,1042.88,699.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
contractor to be able to obtain and keep Secret,11,TimesNewRomanPSMT,400,1,820.52,1023.08,685.47,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
material ; and that the GPS itself will not generate,11,TimesNewRomanPSMT,400,1,820.52,1036.42,671.47,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"classified data , nor will any of the test results be ",11,TimesNewRomanPSMT,400,1,820.52,1031.09,657.47,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
classified . SIPRNET access and CAC access will,11,TimesNewRomanPSMT,400,1,820.52,1039.73,643.46,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
not be required to execute this contract and,11,TimesNewRomanPSMT,400,1,820.52,1009.33,629.46,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
classified data will not be generated under this,11,TimesNewRomanPSMT,400,1,820.52,1023.47,615.46,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
contract . The SOW has been revised .,11,TimesNewRomanPSMT,400,1,820.52,983.57,601.45,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
2,11,TimesNewRomanPS-BoldMT,700,1,100.35,105.85,540.79,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SOW 3.2.1 Contractor Responsibilities,11,TimesNewRomanPSMT,400,1,195.01,407.48,540.95,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
""" The government reserves the right to cancel any review ."" ",11,TimesNewRomanPSMT,400,1,496.85,750.99,568.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
This could happen and could represent a substantial investment if not,11,TimesNewRomanPSMT,400,1,496.85,800.39,554.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
cancelled prior to preparation . Recommend the statement be modified to,11,TimesNewRomanPSMT,400,1,496.85,814.34,540.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"insert a specific timeframe , for instance , 10 days , or the Government ",11,TimesNewRomanPSMT,400,1,496.85,801.05,526.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
agrees to fund any incurred costs due to the cancellation .,11,TimesNewRomanPSMT,400,1,496.85,744.92,512.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
No modification is necessary to the existing,11,TimesNewRomanPSMT,400,1,820.52,1012.53,547.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
wording .,11,TimesNewRomanPSMT,400,1,820.52,859.43,533.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
3,11,TimesNewRomanPS-BoldMT,700,1,100.35,105.85,468.31,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SOW,11,TimesNewRomanPSMT,400,1,195.01,219.56,468.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
3.2.3 In-Process Review ( IPR ),11,TimesNewRomanPSMT,400,1,263.52,397.35,489.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
CDRL A003 : Conference Agenda-IPR,11,TimesNewRomanPSMT,400,1,263.52,432.84,475.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
CDRL A004 : Conference Minutes-IPR,11,TimesNewRomanPSMT,400,1,263.52,435.02,461.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
CDRL A005 : Presentation Material-IPR,11,TimesNewRomanPSMT,400,1,263.52,439.5,447.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
4,11,TimesNewRomanPS-BoldMT,700,1,100.35,105.85,410.31,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SOW 3.3.2.2 Contractor Engineering Change Proposal,11,TimesNewRomanPSMT,400,1,195.01,476.58,410.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
5,11,TimesNewRomanPS-BoldMT,700,1,100.35,105.85,337.82,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
SOW 3.3.2.2 Contractor Engineering Change Proposal,11,TimesNewRomanPSMT,400,1,195.01,476.58,337.98,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
"In the base year , the SOW requires PAC , TRR , and PRR . Does the ",11,TimesNewRomanPSMT,400,1,496.85,793.58,489.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
Government wish to have to two additional IPR meetings during the,11,TimesNewRomanPSMT,400,1,496.85,795.29,475.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
base year or would the TRR and PRR suffice for IPRs during the base,11,TimesNewRomanPSMT,400,1,496.85,804.09,461.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
year ?,11,TimesNewRomanPSMT,400,1,496.85,520.22,447.48,1100,850,,1bc825ee155a6dc3307f7523fab781b262c0c6f8.file.pdf.tetml
